timestamp,price,prediction,action,position,fee,pnl
2026-05-10 20:00:10.000643,96.5,-0.002230612840756602,ENTER_SHORT,-1,0.0,0.0
2026-05-10 20:15:10.003689,95.93,-0.0004058842607587156,EXIT_TP,0,0.0,0.05196502155859259
2026-05-10 23:00:10.000434,96.36,0.002186006732673845,ENTER_LONG,1,0.00856910991900976,0.0
2026-05-10 23:15:10.000475,96.33,0.001142728095562673,EXIT_SIGNAL,0,0.008566442076569222,-0.013902126957646485
2026-05-10 23:15:57.913395,96.25,0.004392526007197557,ENTER_LONG,1,0.008996916994890703,0.0
2026-05-10 23:30:10.000467,96.41,0.00376011531411801,HOLD,1,0.0,0.0
2026-05-10 23:30:57.946077,96.43,0.0035627777384070526,HOLD,1,0.0,0.0
2026-05-10 23:45:10.000447,96.7,0.0056152752381156655,ENTER_LONG,1,0.009001747341325283,0.07508803555320263
2026-05-10 23:45:57.966632,96.59,0.005090042112895677,HOLD,1,0.0,0.0
2026-05-11 00:00:10.000522,96.49,0.0022310286578841564,HOLD,1,0.0,0.0
2026-05-11 00:15:10.000500,96.21,0.0008900429105509286,EXIT_SL,0,0.008956133523359932,-0.10018376945406252
2026-05-11 00:15:59.875859,95.99,0.003221230215986745,ENTER_LONG,1,0.008978696638139314,0.0
2026-05-11 00:30:10.000474,96.15,0.0021516605357773852,HOLD,1,0.0,0.0
2026-05-11 00:30:58.004133,96.26,0.0005507446146205274,EXIT_SIGNAL,0,0.009003951853185648,0.04150647823948456
2026-05-11 00:45:10.000501,95.89,0.001264583776371919,HOLD,0,0.0,0.0
2026-05-11 00:45:58.107247,95.86,0.0015931936444403038,HOLD,0,0.0,0.0
2026-05-11 01:00:10.000452,95.79,-0.00043262826819700714,HOLD,0,0.0,0.0
2026-05-11 01:15:10.000462,95.81,0.0015439847567963886,HOLD,0,0.0,0.0
2026-05-11 01:30:10.000461,96.08,0.0016000763858799252,HOLD,0,0.0,0.0
2026-05-11 01:30:58.153005,95.93,0.000673500225952053,HOLD,0,0.0,0.0
2026-05-11 01:45:10.000462,95.97,-3.051788294036316e-05,HOLD,0,0.0,0.0
2026-05-11 01:45:58.274843,95.88,-9.613614840345949e-05,HOLD,0,0.0,0.0
2026-05-11 02:00:10.000455,96.09,0.0001341636837034695,HOLD,0,0.0,0.0
2026-05-11 02:15:10.000462,95.73,0.0010387076271037303,HOLD,0,0.0,0.0
2026-05-11 02:15:57.953295,95.62,0.0010818374437372056,HOLD,0,0.0,0.0
