timestamp,price,prediction,action,position,pnl
2026-05-10 20:00:10.000643,0.111224,-0.0001648337233638315,HOLD,0,0.0
2026-05-10 20:15:10.003689,0.110828,8.64384973022075e-05,HOLD,0,0.0
