entry_ts,exit_ts,direction,entry_price,exit_price,qty_btc,pnl_usd,fees_usd,net_pnl_usd
2026-03-19 13:00:00,2026-03-19 13:15:00,1,2119.56,2129.97,0.000849232859650116,0.008840514068957583,0.0018044202570344785,0.007036093811923105
2026-03-19 13:15:00,2026-03-19 13:30:00,1,2129.97,2138.31,0.0008456769329549928,0.007052945620844763,0.0018047929696965684,0.005248152651148195
2026-03-19 14:15:00,2026-03-19 14:45:00,1,2109.58,2121.65,0.0008542985638673826,0.010311383665879447,0.0018073668561962926,0.008504016809683155
2026-03-19 15:15:00,2026-03-19 15:30:00,1,2112.87,2104.95,0.0007713357544252225,-0.006108979175047819,0.001626677685864896,-0.007735656860912715
2026-03-19 15:30:00,2026-03-19 15:45:00,1,2104.95,2118.64,0.0008562433640486147,0.011721971653825582,0.0018082104549810444,0.009913761198844538
2026-03-19 17:00:00,2026-03-19 17:15:00,1,2109.67,2125.26,0.0008551735324339463,0.013332155370645348,0.0018108000238552463,0.0115213553467901
2026-03-19 17:30:00,2026-03-19 17:45:00,1,2117.64,2126.99,0.0008529342995657175,0.00797493570093938,0.0018101952579828156,0.006164740442956565
2026-03-19 18:30:00,2026-03-19 19:00:00,1,2116.84,2142.07,0.0008537808447554269,0.021540890713179436,0.0018180878887686677,0.019722802824410766
2026-03-19 23:30:00,2026-03-19 23:45:00,1,2134.35,2138.06,0.0008484398284819604,0.003147711763668104,0.0018124414038023062,0.001335270359865798
2026-03-20 07:00:00,2026-03-20 07:15:00,1,2128.41,2138.32,0.0008509205917023731,0.00843262306377078,0.0018153242081171332,0.0066172988556536475
2026-03-20 07:45:00,2026-03-20 08:00:00,1,2150.77,2170.98,0.0008426279938716206,0.017029511756145484,0.0018208137662573383,0.015208697989888146
2026-03-20 09:15:00,2026-03-20 09:30:00,1,2142.72,2145.89,0.0008470712813701489,0.0026852159619434337,0.0018163791839984169,0.0008688367779450168
2026-03-20 10:00:00,2026-03-20 10:30:00,1,2135.32,2147.99,0.0008317821950799539,0.010538680411662699,0.0017813904970039587,0.008757289914658739
2026-03-20 10:45:00,2026-03-20 11:00:00,1,2148.53,2157.84,0.0008455871125011583,0.007872416017385737,0.001820705486830807,0.00605171053055493
2026-03-20 11:45:00,2026-03-20 12:00:00,1,2141.49,2145.71,0.0008488755897611541,0.0035822549887922863,0.00181964971421201,0.0017626052745802763
2026-03-20 13:00:00,2026-03-20 13:15:00,1,2138.98,2146.47,0.0007717541492640581,0.005780438577987626,0.0016536569094818287,0.004126781668505797
2026-03-20 14:00:00,2026-03-20 14:15:00,1,2124.63,2135.52,0.0008561107940523144,0.009323046547229595,0.001823580199640984,0.0074994663475886104
2026-03-20 15:15:00,2026-03-20 15:30:00,1,2130.16,2132.29,0.0008545219984930405,0.0018201318567902696,0.0018211786462383301,-1.0467894480605151e-06
2026-03-20 17:30:00,2026-03-20 17:45:00,1,2125.07,2136.74,0.0008384043633157485,0.009784178919894465,0.001786560049811345,0.00799761887008312
2026-03-21 14:45:00,2026-03-21 15:00:00,1,2152.16,2153.55,0.0008286557251023247,0.0011518314578925026,0.0017839756210651654,-0.0006321441631726627
2026-03-22 00:00:00,2026-03-22 00:15:00,1,2072.02,2086.0,0.0008791392830836953,0.012290367177510076,0.0018277393609238332,0.010462627816586243
