timestamp,equity,position
2026-03-19 08:45:00,10.0,0
2026-03-19 09:00:00,10.0,0
2026-03-19 09:15:00,10.0,0
2026-03-19 09:30:00,10.0,-1
2026-03-19 09:45:00,9.997169993306384,-1
2026-03-19 10:00:00,9.998742219247282,-1
2026-03-19 10:15:00,10.002577192762319,0
2026-03-19 10:30:00,10.002577192762319,0
2026-03-19 10:45:00,10.002577192762319,0
2026-03-19 11:00:00,10.002577192762319,0
2026-03-19 11:15:00,10.002577192762319,0
2026-03-19 11:30:00,10.002577192762319,0
2026-03-19 11:45:00,10.002577192762319,0
2026-03-19 12:00:00,10.002577192762319,-1
2026-03-19 12:15:00,10.012489139182978,0
2026-03-19 12:30:00,10.012489139182978,0
2026-03-19 12:45:00,10.012489139182978,-1
2026-03-19 13:00:00,10.020307139862897,1
2026-03-19 13:15:00,10.024239787660107,1
2026-03-19 13:30:00,10.032796871753403,-1
2026-03-19 13:45:00,10.032560109585338,-1
2026-03-19 14:00:00,10.044019398519684,0
2026-03-19 14:15:00,10.044019398519684,0
2026-03-19 14:30:00,10.044019398519684,1
2026-03-19 14:45:00,10.042254149858541,0
2026-03-19 15:00:00,10.042254149858541,0
2026-03-19 15:15:00,10.042254149858541,1
2026-03-19 15:30:00,10.042013952430201,1
2026-03-19 15:45:00,10.060372962470531,-1
2026-03-19 16:00:00,10.06546771463643,0
2026-03-19 16:15:00,10.06546771463643,0
2026-03-19 16:30:00,10.06546771463643,-1
2026-03-19 16:45:00,10.06780028737338,-1
2026-03-19 17:00:00,10.077760213921108,1
2026-03-19 17:15:00,10.089366660684203,-1
2026-03-19 17:30:00,10.089826402852422,0
2026-03-19 17:45:00,10.089826402852422,-1
2026-03-19 18:00:00,10.091010096803616,0
2026-03-19 18:15:00,10.091010096803616,0
2026-03-19 18:30:00,10.091010096803616,0
2026-03-19 18:45:00,10.091010096803616,1
2026-03-19 19:00:00,10.10428971425637,0
2026-03-19 19:15:00,10.10428971425637,1
2026-03-19 19:30:00,10.106591716505928,0
2026-03-19 19:45:00,10.106591716505928,0
2026-03-19 20:00:00,10.106591716505928,0
2026-03-19 20:15:00,10.106591716505928,0
2026-03-19 20:30:00,10.106591716505928,0
2026-03-19 20:45:00,10.106591716505928,0
2026-03-19 21:00:00,10.106591716505928,0
2026-03-19 21:15:00,10.106591716505928,0
2026-03-19 21:30:00,10.106591716505928,0
2026-03-19 21:45:00,10.106591716505928,0
2026-03-19 22:00:00,10.106591716505928,0
2026-03-19 22:15:00,10.106591716505928,0
2026-03-19 22:30:00,10.106591716505928,1
2026-03-19 22:45:00,10.114640734847626,0
2026-03-19 23:00:00,10.114640734847626,0
2026-03-19 23:15:00,10.114640734847626,0
2026-03-19 23:30:00,10.114640734847626,0
2026-03-19 23:45:00,10.114640734847626,0
2026-03-20 00:00:00,10.114640734847626,0
2026-03-20 00:15:00,10.114640734847626,0
2026-03-20 00:30:00,10.114640734847626,0
2026-03-20 00:45:00,10.114640734847626,0
2026-03-20 01:00:00,10.114640734847626,0
