entry_ts,exit_ts,direction,entry_price,exit_price,qty_btc,pnl_usd,fees_usd,net_pnl_usd
2026-03-19 09:45:00,2026-03-19 10:00:00,-1,0.0951,0.09486,18.493372448466232,0.004438409387631972,0.0017565005151553227,0.002681908872476649
2026-03-19 12:30:00,2026-03-19 12:45:00,-1,0.09357,0.09252,19.24209408567966,0.020204198789963556,0.0017903806442020641,0.01841381814576149
2026-03-19 12:45:00,2026-03-19 13:00:00,-1,0.09252,0.09225,19.496295188751436,0.005263999700963012,0.0018011652310128015,0.0034628344699502104
2026-03-19 13:00:00,2026-03-19 13:15:00,1,0.09225,0.09267,19.560114266318415,0.008215247991853806,0.0018085281650638007,0.006406719826790005
2026-03-19 13:15:00,2026-03-19 13:30:00,1,0.09267,0.09353,19.483907959821906,0.016756160845446833,0.0018139518310594195,0.014942209014387413
2026-03-19 13:30:00,2026-03-19 14:00:00,-1,0.09353,0.0931,19.333511688862245,0.008313410026210761,0.0018041066432461803,0.006509303382964581
2026-03-19 14:15:00,2026-03-19 14:30:00,1,0.09257,0.09308,19.546667633879437,0.009968800493278446,0.0018144194231148587,0.008154381070163587
2026-03-19 14:45:00,2026-03-19 15:00:00,1,0.09312,0.09312,16.94572767621007,0.0,0.0015779861612086816,-0.0015779861612086816
2026-03-19 15:00:00,2026-03-19 15:15:00,-1,0.09312,0.09241,19.443930132644237,0.013805190394177182,0.0018037161787547427,0.01200147421542244
2026-03-19 15:15:00,2026-03-19 15:45:00,1,0.09241,0.0929,19.61669775252253,0.009612181898735852,0.0018175851302599751,0.0077945967684758775
2026-03-19 16:00:00,2026-03-19 16:15:00,1,0.0925,0.09243,19.612779099772247,-0.0013728945369840693,0.0018134956194604409,-0.00318639015644451
2026-03-19 17:00:00,2026-03-19 17:15:00,1,0.09191,0.09262,19.732439522367233,0.014010032060880508,0.0018206135325312127,0.012189418528349295
2026-03-19 17:15:00,2026-03-19 17:30:00,-1,0.09262,0.09238,17.779987937529516,0.00426719710500691,0.0016446488842214802,0.0026225482207854296
2026-03-19 17:30:00,2026-03-19 17:45:00,1,0.09238,0.09291,19.660907886075087,0.010420281179619848,0.0018214848111054265,0.008598796368514423
2026-03-19 18:30:00,2026-03-19 19:00:00,1,0.09251,0.09361,19.65001031090638,0.021615011341997094,0.0018286299595329477,0.019786381382464146
2026-03-19 19:15:00,2026-03-19 19:30:00,1,0.09355,0.09356,17.472608337708937,0.00017472608337726413,0.0016346498730343596,-0.0014599237896570955
2026-03-19 19:45:00,2026-03-19 20:00:00,1,0.09335,0.09336,17.37951495946428,0.00017379514959457544,0.001622464619040788,-0.0014486694694462125
2026-03-20 02:00:00,2026-03-20 02:15:00,-1,0.09414,0.09377,17.318720003041076,0.006407926401125117,0.0016271803378857244,0.004780746063239393
2026-03-20 04:45:00,2026-03-20 05:00:00,1,0.09465,0.09496,19.246920126947042,0.005966545239353674,0.0018247042626352145,0.0041418409767184595
2026-03-20 05:15:00,2026-03-20 05:30:00,1,0.09478,0.09509,19.228387016156855,0.005960799975008449,0.001825446921378851,0.004135353053629599
2026-03-20 05:30:00,2026-03-20 05:45:00,-1,0.09509,0.09471,17.16367583837757,0.0065221968185833305,0.0016288328370620314,0.0048933639815212995
2026-03-20 07:15:00,2026-03-20 07:30:00,1,0.09387,0.09433,18.619828344565484,0.008565121038500162,0.0017521258472236122,0.006812995191276549
2026-03-20 07:45:00,2026-03-20 08:00:00,1,0.09409,0.09486,18.501263797798075,0.014245973124304643,0.001747906897296973,0.01249806622700767
2026-03-20 08:00:00,2026-03-20 08:15:00,-1,0.09486,0.09462,19.265946463345617,0.004623827151203027,0.001825255767937364,0.0027985713832656633
2026-03-20 08:30:00,2026-03-20 09:00:00,-1,0.09454,0.09413,19.33648640112072,0.007927959424459374,0.0018241074446497232,0.0061038519798096505
2026-03-20 09:00:00,2026-03-20 09:15:00,-1,0.09413,0.0939,18.420678480017354,0.004236756050404139,0.0017318200872988316,0.002504935963105307
2026-03-20 09:15:00,2026-03-20 09:30:00,1,0.0939,0.09413,18.89980144772192,0.004346954332976193,0.0017768648331075764,0.0025700894998686163
2026-03-20 10:15:00,2026-03-20 10:30:00,1,0.09386,0.09435,18.742612864359074,0.009183880303536028,0.0017637735836005107,0.0074201067199355175
2026-03-20 10:45:00,2026-03-20 11:00:00,1,0.09441,0.09473,19.39857262484104,0.006207543239949149,0.0018345230131312173,0.0043730202268179325
2026-03-20 13:30:00,2026-03-20 13:45:00,-1,0.09394,0.09342,18.454332232683797,0.00959625276099544,0.001728801843557818,0.007867450917437622
2026-03-20 15:00:00,2026-03-20 15:15:00,-1,0.09405,0.09394,18.173420443356534,0.0019990762487692004,0.0017082106545732974,0.00029086559419590294
2026-03-20 18:00:00,2026-03-20 18:15:00,-1,0.09413,0.09366,19.48023884122133,0.00915571225537426,0.0018290970259964765,0.007326615229377783
2026-03-20 19:30:00,2026-03-20 19:45:00,1,0.09348,0.09369,16.971261635987087,0.0035639649435573197,0.0015882555202038516,0.001975709423353468
2026-03-20 22:45:00,2026-03-20 23:00:00,-1,0.09441,0.09403,18.895143087344454,0.007180154373190731,0.0017803003816895947,0.005399853991501136
2026-03-21 23:30:00,2026-03-21 23:45:00,-1,0.09379,0.09135,19.579073187761228,0.04777293857813735,0.001812434804991057,0.0459605037731463
2026-03-21 23:45:00,2026-03-22 00:00:00,-1,0.09135,0.09103,20.192601696325035,0.006461632542824028,0.0018413633486878797,0.004620269194136148
2026-03-22 00:00:00,2026-03-22 00:15:00,1,0.09103,0.09163,20.272721228322933,0.012163632736993826,0.0018515076297827334,0.010312125107211093
2026-03-22 00:15:00,2026-03-22 00:30:00,1,0.09163,0.09176,20.160231320894187,0.0026208300717160678,0.0018485924109693927,0.0007722376607466751
2026-03-22 00:30:00,2026-03-22 00:45:00,-1,0.09176,0.09143,20.133184380039985,0.006643950845413134,0.0018440990232897626,0.004799851822123371
2026-03-22 01:30:00,2026-03-22 02:00:00,1,0.09115,0.09167,20.27739958354856,0.010544247783445385,0.0018535570959321741,0.00869069068751321
2026-03-22 02:00:00,2026-03-22 02:15:00,1,0.09167,0.09228,20.17944034432425,0.01230945861003778,0.0018560040256692227,0.010453454584368556
2026-03-22 02:15:00,2026-03-22 02:30:00,-1,0.09228,0.09203,20.066438211848613,0.005016609552962158,0.0018492226134129092,0.0031673869395492486
2026-03-22 02:30:00,2026-03-22 03:15:00,1,0.09203,0.09269,17.8778532585748,0.01179938315065926,0.0016511985269619682,0.010148184623697291
2026-03-22 03:15:00,2026-03-22 03:30:00,-1,0.09269,0.09253,20.00353566804159,0.003200565706886524,0.0018525274382173316,0.0013480382686691923
2026-03-22 04:45:00,2026-03-22 05:00:00,-1,0.09267,0.0926,20.010471220018722,0.0014007329854013228,0.0018536700014664344,-0.0004529370160651115
2026-03-22 05:45:00,2026-03-22 06:00:00,-1,0.09217,0.09181,20.11813864919435,0.00724252991370995,0.0018506675743393884,0.005391862339370562
2026-03-22 08:00:00,2026-03-22 08:15:00,-1,0.09116,0.09093,20.35168247605671,0.004680886969493206,0.001852918931032583,0.002827968038460623
2026-03-22 08:15:00,2026-03-22 08:30:00,1,0.09093,0.091,17.963767805841574,0.0012574637464089213,0.0016340741384583786,-0.00037661039204945723
2026-03-22 09:00:00,2026-03-22 09:15:00,-1,0.09146,0.09109,20.289750917271853,0.007507207839390491,0.0018519470149739885,0.005655260824416503
2026-03-22 09:45:00,2026-03-22 10:00:00,-1,0.09123,0.0911,20.10437193920559,0.0026135683520968293,0.0018328150678376775,0.0007807532842591517
2026-03-22 12:15:00,2026-03-22 12:30:00,-1,0.09185,0.0916,20.216212318271587,0.005054053079567901,0.0018543320748934616,0.0031997210046744396
2026-03-22 13:00:00,2026-03-22 13:15:00,-1,0.09164,0.0915,18.524515348877095,0.0025934321488428162,0.0016962898704966757,0.0008971422783461405
2026-03-22 13:45:00,2026-03-22 14:00:00,-1,0.09139,0.09149,18.22347558008743,-0.0018223475580087954,0.0016663546070431947,-0.00348870216505199
2026-03-22 14:30:00,2026-03-22 14:45:00,-1,0.09168,0.09142,20.254892783971204,0.005266272123832439,0.0018543354343725639,0.003411936689459875
2026-03-22 18:30:00,2026-03-22 18:45:00,1,0.09064,0.09078,20.494072363620724,0.0028691701309069267,0.001859017304104036,0.0010101528268028907
2026-03-22 19:15:00,2026-03-22 19:30:00,1,0.09024,0.09058,20.586929815463286,0.006999556137257375,0.0018612643246160357,0.005138291812641339
2026-03-22 19:30:00,2026-03-22 19:45:00,-1,0.09058,0.09046,18.51830482641416,0.0022221965791696086,0.0016762769528870097,0.0005459196262825989
