entry_ts,exit_ts,direction,entry_price,exit_price,qty_btc,pnl_usd,fees_usd,net_pnl_usd
2026-03-19 09:45:00,2026-03-19 10:00:00,-1,648.113,647.983,0.0027772934657999447,0.0003610481505542959,0.0017998194759247226,-0.0014387713253704267
2026-03-20 22:45:00,2026-03-20 23:00:00,-1,643.921,642.121,0.0024449735770261235,0.004400952438647189,0.0015721693544729152,0.002828783084174274
2026-03-21 23:30:00,2026-03-21 23:45:00,-1,641.522,630.518,0.0027345611641261193,0.03009111105004387,0.0017392355916074945,0.028351875458436374
2026-03-21 23:45:00,2026-03-22 00:00:00,-1,630.518,627.451,0.002863286281595614,0.00878169902565377,0.0018009626901862765,0.006980736335467493
2026-03-22 02:15:00,2026-03-22 02:30:00,-1,634.586,633.765,0.002846911328392822,0.002337314200610582,0.0018054414151391822,0.0005318727854713998
2026-03-23 11:00:00,2026-03-23 11:30:00,-1,647.01,642.958,0.0027923924040445624,0.011314774021188625,0.0018010484223302781,0.009513725598858347
2026-03-23 11:30:00,2026-03-23 11:45:00,-1,642.958,638.297,0.002812653828008465,0.0131097794923473,0.001801863390202493,0.011307916102144808
2026-03-23 14:00:00,2026-03-23 14:15:00,-1,647.19,646.421,0.002797406796840268,0.002151205826770181,0.001809378101933668,0.00034182772483651314
2026-03-23 15:00:00,2026-03-23 15:30:00,-1,645.113,640.081,0.002806508679622831,0.014122351675862196,0.0018034540579995927,0.012318897617862604
2026-03-23 15:30:00,2026-03-23 15:45:00,-1,640.081,637.278,0.0025565937930114597,0.007166132401811114,0.0016328440454236627,0.005533288356387452
2026-03-23 17:45:00,2026-03-23 18:00:00,-1,638.069,637.039,0.0026740941797425066,0.0027543170051347087,0.001704879440671554,0.0010494375644631547
2026-03-23 20:45:00,2026-03-23 21:00:00,-1,639.215,639.349,0.002597333136330849,-0.00034804264026837154,0.001660428322059858,-0.0020084709623282293
2026-03-23 22:30:00,2026-03-23 23:00:00,-1,638.323,637.053,0.0026198328149613834,0.0033271876750009094,0.0016706359481070947,0.0016565517268938147
2026-03-24 07:45:00,2026-03-24 08:00:00,-1,637.959,637.117,0.0025379767926085664,0.002136976459376374,0.0016180566484060802,0.0005189198109702936
2026-03-27 09:15:00,2026-03-27 09:30:00,-1,621.282,619.981,0.002864847479197103,0.0037271665704355582,0.0017780145882853168,0.0019491519821502414
2026-03-27 10:30:00,2026-03-27 10:45:00,-1,610.867,608.998,0.002970038377478036,0.005551001727506196,0.0018115229326711223,0.0037394787948350737
2026-03-27 17:00:00,2026-03-27 17:15:00,-1,611.273,608.954,0.002969166869333253,0.006885497969984032,0.0018115287907329537,0.005073969179251079
2026-03-27 22:45:00,2026-03-27 23:00:00,-1,610.669,610.955,0.0025846686719959724,-0.0007392152401909986,0.0015787466408792039,-0.0023179618810702024
2026-03-28 22:15:00,2026-03-28 22:30:00,-1,615.87,615.364,0.0026911777833432946,0.0013617359583716312,0.001656734793448449,-0.0002949988350768179
2026-03-28 22:45:00,2026-03-28 23:00:00,-1,615.662,612.441,0.0026076806764323357,0.008399339458788563,0.0016012502308842907,0.006798089227904272
2026-03-30 09:45:00,2026-03-30 10:15:00,-1,617.899,617.136,0.0029400244656526834,0.0022432386672930965,0.0018155165579686807,0.0004277221093244158
2026-03-30 22:45:00,2026-03-30 23:00:00,-1,611.139,608.105,0.002712053207361214,0.0082283694311339,0.0016533273003779582,0.006575042130755942
2026-03-31 10:00:00,2026-03-31 10:15:00,-1,602.138,602.545,0.003019073160746443,-0.0012287627764235771,0.0018185130562537535,-0.0030472758326773306
2026-03-31 14:00:00,2026-03-31 14:30:00,-1,613.597,611.134,0.0026314241834612825,0.006481197763865048,0.0016113933858173599,0.004869804378047688
2026-03-31 14:30:00,2026-03-31 14:45:00,-1,611.134,608.464,0.0029751686700522444,0.00794370034903937,0.0018142548798291886,0.006129445469210182
2026-03-31 17:15:00,2026-03-31 17:30:00,-1,616.622,615.136,0.0028714922525695063,0.004267037487318257,0.0017684917770202549,0.0024985457102980023
2026-04-01 12:30:00,2026-04-01 12:45:00,-1,617.472,614.652,0.0029471454064573287,0.00831095004620948,0.001815624293392915,0.006495325752816565
2026-04-02 01:00:00,2026-04-02 01:15:00,-1,610.503,606.95,0.002982702668212157,0.010597542580157786,0.0018156501557614476,0.008781892424396339
2026-04-02 01:45:00,2026-04-02 02:00:00,-1,604.306,601.078,0.0030159052991165364,0.009735342305548378,0.0018176619965351436,0.007917680309013233
