entry_ts,exit_ts,direction,entry_price,exit_price,qty_btc,pnl_usd,fees_usd,net_pnl_usd
2026-03-19 09:45:00,2026-03-19 10:00:00,-1,1.46943,1.46712,1.2249647822625098,0.00282966864702644,0.0017985851656764867,0.001031083481349953
2026-03-19 12:30:00,2026-03-19 12:45:00,-1,1.44851,1.43709,1.2427843749968193,0.014192597562463658,0.001793089296245411,0.012399508266218247
2026-03-19 12:45:00,2026-03-19 13:00:00,-1,1.43709,1.43457,1.2542133801742148,0.0031606177180391187,0.0018008371976555426,0.0013597805203835762
2026-03-19 13:30:00,2026-03-19 14:00:00,-1,1.44881,1.44775,1.2041806356395712,0.0012764314737777514,0.0017439907309840783,-0.00046755925720632697
2026-03-19 16:15:00,2026-03-19 16:30:00,-1,1.43479,1.43319,1.1535172516310033,0.001845627602609658,0.0016541322036663425,0.00019149539894331553
2026-03-19 17:45:00,2026-03-19 18:00:00,-1,1.43905,1.43555,1.2526406834465404,0.004384242392062687,0.0018004204543177126,0.0025838219377449746
2026-03-19 20:30:00,2026-03-19 20:45:00,-1,1.45167,1.44972,1.1623390186946077,0.0022665610864546224,0.001686199402725174,0.0005803616837294484
2026-03-19 22:15:00,2026-03-19 22:30:00,-1,1.45475,1.44641,1.2395134068160227,0.010337541812845647,0.0017980133576591863,0.00853952845518646
2026-03-20 16:15:00,2026-03-20 16:30:00,-1,1.44192,1.43528,1.2516084413057191,0.008310680050270226,0.0018005639036624075,0.006510116146607819
2026-03-20 22:45:00,2026-03-20 23:00:00,-1,1.4477,1.4414,1.2474207809587152,0.007858750920039872,0.0018019616891339122,0.006056789230905959
2026-03-21 23:30:00,2026-03-21 23:45:00,-1,1.43702,1.40871,1.2574503393519194,0.03559841910705291,0.0017891820771019687,0.033809237029950936
2026-03-21 23:45:00,2026-03-22 00:00:00,-1,1.40871,1.40412,1.2870405898452388,0.005907516307389482,0.0018101131911671916,0.00409740311622229
2026-03-22 00:30:00,2026-03-22 00:45:00,-1,1.41514,1.41074,1.281713810564189,0.0056395407664823795,0.0018109847114985654,0.003828556054983814
2026-03-22 02:15:00,2026-03-22 02:30:00,-1,1.41902,1.41404,1.278694889410793,0.006367900549265729,0.0018113096716970705,0.004556590877568659
2026-03-22 03:15:00,2026-03-22 03:30:00,-1,1.42208,1.42091,1.1900598658866006,0.00139237004308746,0.0016916641490584735,-0.0002992941059710135
2026-03-22 09:00:00,2026-03-22 09:15:00,-1,1.40291,1.39618,1.293924724601429,0.008708113396567779,0.0018109058786923069,0.0068972075178754715
2026-03-22 09:45:00,2026-03-22 10:00:00,-1,1.39599,1.39327,1.3012281124820437,0.0035393404659512314,0.0018147317625108329,0.0017246087034403985
